store_id,store_name,address_pref,address_city,address_town,address_full,lat,lng,phone,source_type,created_at,q1_child_chair,q2_stroller_usage,q3_child_friendly,q4_comment,genre,nearest_station
ST00902,ごはんとお酒と、タマノウチ,東京都,品川区,中延,東京都品川区中延2丁目9−7 寿山貿易ビル 1F,35.6106274,139.7113779,03-6421-6383,admin,46289,available,available,unknown,,居酒屋,荏原中延
ST00903,中華料理 万里,東京都,品川区,中延,東京都品川区中延3丁目1−2,35.6095067,139.7117759,03-3788-7595,admin,46289,available,available,unknown,子ども椅子あり（種類未確認）,中華,荏原中延
ST00904,荏原町 そば膳処 桂庵,東京都,品川区,中延,東京都品川区中延5丁目6−17,35.6029484,139.7083353,03-3785-2317,admin,46289,available,unknown,unknown,子ども椅子あり（種類未確認）,うどん・そば,荏原町
ST00905,Bottega Mimosa,東京都,品川区,中延,東京都品川区中延5丁目8−20,35.603376,139.7067832,,admin,46289,available,unknown,unknown,子ども椅子あり（種類未確認）,カフェ・スイーツ,荏原町
ST00906,松のや 中延店,東京都,品川区,中延,東京都品川区中延4丁目6−17 1F,35.605842,139.713243,080-6856-3514,admin,46289,available,unknown,unknown,,丼・定食,中延
ST00907,松屋 中延店,東京都,品川区,中延,東京都品川区中延4丁目5−3 智勇第一ビル 1F,35.606011,139.712689,080-5928-0617,admin,46289,available,unknown,unknown,,丼・定食,中延
ST00908,中延酒場 凡暮,東京都,品川区,中延,東京都品川区中延4丁目5−2,35.6061135,139.712606,03-6421-5550,admin,46289,none,available,unknown,,居酒屋,中延
ST00910,フランス食堂 シャルティエ,東京都,品川区,中延,東京都品川区中延3丁目4−1,35.608681,139.7100653,03-5702-0441,admin,46289,unknown,available,unknown,店内混雑時は子連れ利用不可,ビストロ・フレンチ,荏原中延
ST00911,北三陸酒場 ひろの,東京都,品川区,中延,東京都品川区中延6丁目3−14 ＧＳハイム荏原 1F 103,35.6027559,139.7128787,03-6426-2879,admin,46289,unknown,available,unknown,,居酒屋,中延
ST00912,天婦羅割烹 田崎,東京都,品川区,中延,東京都品川区中延2丁目8 8番14号,35.6103482,139.712186,090-5593-2380,admin,46289,unknown,available,unknown,,和食,荏原中延
ST00913,博多酒場 カドクラ商店 荏原町,東京都,品川区,中延,東京都品川区中延5丁目8−1 河本ビル 1F,35.6035944,139.7067779,03-6451-3858,admin,46289,unknown,available,unknown,,居酒屋,荏原町
ST00914,晴坊(はるぼう) 中延 居酒屋,東京都,品川区,中延,東京都品川区中延3丁目13−10,35.606645,139.712212,03-6421-6090,admin,46289,unknown,available,unknown,,居酒屋,中延
ST00915,コーヒーハウス サンタフェ,東京都,品川区,中延,東京都品川区中延3丁目13−7,35.6069672,139.7122233,03-3781-7487,admin,46289,unknown,available,unknown,,カフェ・スイーツ,中延
ST00916,ムスカン (Muskan),東京都,品川区,中延,東京都品川区中延5丁目11−17,35.6020626,139.708296,03-3784-1234,admin,46289,unknown,available,unknown,,カレー,荏原町
ST00917,WILD CATs',東京都,品川区,中延,東京都品川区中延5丁目4−11 OMUS1ビル 1F,35.6032825,139.7092852,03-6421-6878,admin,46289,unknown,available,unknown,子どもに合わせた料理の提供可（要相談）,ダイニング・バー,荏原町
ST00918,麺屋 ゆうすけ,東京都,品川区,中延,東京都品川区中延5丁目7−5,35.6033762,139.7079422,03-6426-1312,admin,46289,unknown,available,unknown,,ラーメン,荏原町
ST00919,らあめん花月嵐 中延店,東京都,品川区,中延,東京都品川区中延6丁目3−7,35.6036116,139.7131205,03-5498-1328,admin,46289,unknown,available,unknown,,ラーメン,中延
ST00920,Shango,東京都,品川区,中延,東京都品川区中延5丁目13−16 パープルビル 2F,35.6014924,139.7088121,03-6451-3442,admin,46289,unknown,available,unknown,,各国料理,荏原町
ST00921,949NORIHEI,東京都,品川区,中延,東京都品川区中延5丁目7−11,35.6027605,139.7081435,03-5702-6667,admin,46289,unknown,available,unknown,,居酒屋,荏原町
ST00922,大衆酒場チャーリー,東京都,品川区,中延,東京都品川区中延5丁目14−3 丸山ビル 右側店舗,35.6023833,139.7085891,03-6421-6063,admin,46289,unknown,available,unknown,,居酒屋,荏原町
ST00923,志げる寿司,東京都,品川区,中延,東京都品川区中延2丁目5−12,35.6110863,139.7113134,03-3781-8898,admin,46289,unknown,available,unknown,,寿司,荏原中延
